5646,9117.76,5,69.82,1,27.67,1,8.91,112.57,36.9,7.85,263.59,320.83,398.03,507.32,64.36,36.54,22.68,60.72,2296.43,56.2,29988.533304269655,325311.84582074103,326038.143261664,75,False,False,True,False
5862,10239.13,4,68.85,6,37.06,1,20.38,142.85,36.98,22.35,58.66,225.35,435.69,350.7,21.61,66.72,24.03,144.74,7409.0,78.01,69562.6718564961,25119.577507449256,20145.345887513828,6,True,True,True,True
5861,7488.92,2,73.49,4,47.14,2,14.91,138.15,12.65,15.14,207.06,397.6,243.92,472.57,65.38,48.07,23.28,126.33,6180.49,71.78,106343.04536502952,42117.00885426738,38489.969912728004,7,True,True,True,True
5865,12879.58,11,51.01,4,16.26,2,6.94,68.39,22.46,11.84,49.17,706.97,405.73,411.52,61.89,63.95,19.1,62.86,1974.49,88.23,13493.07296592824,19120.57371796255,17546.989675179728,5,True,True,True,True
5863,9517.98,6,98.78,4,21.12,1,16.42,67.29,21.09,14.63,167.82,339.55,207.9,390.41,12.4,49.65,21.11,51.23,6679.48,120.14,47972.151506376875,34158.42682456169,30228.84363366451,5,True,True,True,True
5868,8936.73,7,54.78,8,59.6,2,9.59,31.85,12.18,18.58,102.73,204.05,292.92,280.89,36.56,64.74,14.82,131.34,6286.52,113.19,98886.053519441,22829.506987543147,18512.788051384854,6,True,True,True,True
5866,8463.69,6,56.79,5,54.75,2,24.04,34.42,30.43,17.96,112.23,722.78,119.31,153.69,70.33,52.72,7.38,105.69,6794.97,116.12,102627.52469918113,30055.07889940637,26086.339687256954,17,True,True,True,True
5867,12373.16,10,34.55,2,63.91,1,10.98,37.82,25.79,9.62,124.38,570.39,250.25,328.25,69.97,29.6,12.92,110.88,4905.06,31.74,59807.243746587694,39571.03761114059,37369.81148337049,24,True,True,True,True
5871,18774.0,8,79.97,8,20.34,2,7.71,56.1,26.16,14.96,94.96,408.58,172.33,525.37,33.17,68.94,21.65,33.95,4965.02,86.22,19901.13863557955,21275.872252269863,17161.15351568494,8,True,True,True,True
5870,9357.86,8,103.06,8,59.26,2,4.37,62.92,19.09,22.25,211.44,268.38,525.46,470.28,64.21,71.95,7.54,47.16,6458.15,34.2,97883.09544882718,23375.17997148519,18623.641154866546,6,True,True,True,True
5873,5102.36,2,74.44,8,69.64,1,19.93,103.94,16.17,20.6,187.33,296.4,204.6,243.55,20.01,18.21,21.75,35.58,2539.11,77.97,97727.29788058871,20108.787899871317,18191.001964540428,5,True,True,True,True
5874,6822.41,12,49.28,7,23.46,2,24.58,104.88,32.11,16.05,297.48,604.12,556.45,450.11,49.99,15.71,15.58,103.07,3014.26,99.25,43820.53038804344,20834.712784524385,18507.315034899562,5,True,True,True,True
5827,8943.51,11,64.66,1,63.72,2,24.24,132.42,12.73,9.81,177.12,420.68,313.66,597.51,60.97,28.6,20.37,35.86,1733.68,88.59,46745.22725450428,78865.99491972021,79518.13565852515,75,False,False,True,False
5876,11410.38,4,81.26,7,31.16,2,9.82,43.27,9.74,15.54,289.18,217.22,442.37,715.99,49.89,48.76,12.74,143.54,4203.14,97.55,38855.6049343235,21521.198796551183,18058.760138690297,5,True,True,True,True
5858,16770.72,12,100.05,1,43.36,2,8.66,135.91,35.01,13.67,173.44,428.25,328.49,181.58,36.03,34.27,20.5,142.56,4551.98,108.73,31392.19040302625,90020.19434297777,88639.35237549938,75,False,False,True,False
5875,17219.72,11,92.85,1,51.79,1,16.53,93.65,28.38,21.83,67.52,347.93,220.34,679.41,15.02,30.73,4.77,114.05,2642.7,120.4,26089.125465882662,36511.952694370935,35934.6244857559,28,True,True,True,True
5877,16333.75,12,20.3,2,62.11,2,16.76,97.41,13.38,8.3,99.9,380.79,451.5,262.64,18.1,60.73,20.88,109.93,6174.5,66.59,56582.24286534947,34987.78828791847,31613.383679918694,20,True,True,True,True
5879,9003.0,10,32.02,5,18.99,1,12.15,100.31,24.87,23.39,247.15,373.26,150.73,146.56,59.13,54.81,4.98,137.13,4992.94,82.74,34979.308215398945,23191.05735099971,20054.150312153062,6,True,True,True,True
5880,13218.64,9,56.87,3,70.7,1,17.57,38.09,12.13,23.94,114.0,286.37,399.28,273.87,68.7,43.91,6.51,141.92,2677.26,121.42,38988.08180237921,20308.266470537445,18662.580388685943,7,True,True,True,True
5881,19530.16,6,36.4,8,32.0,1,9.02,110.16,10.62,15.59,134.4,684.26,445.1,548.94,22.28,67.1,12.94,108.26,5120.03,31.98,25204.990368503255,21254.953247390386,16887.100535320402,7,True,True,True,True
5883,9595.64,7,34.46,6,50.48,2,23.78,95.11,23.05,11.03,172.11,680.8,358.3,304.34,56.75,39.38,14.52,137.93,2884.88,144.08,52063.90999155581,19851.53265217181,17646.285480022405,5,True,True,True,True
5884,14901.19,5,21.36,6,34.67,2,11.19,104.95,37.39,8.83,229.22,358.34,147.38,360.6,60.4,32.71,14.95,102.67,6473.25,55.54,38358.58139755781,23165.96750998156,18283.241205633993,6,True,True,True,True
5885,16558.04,10,19.23,3,58.04,2,11.91,129.5,6.35,6.28,189.39,518.97,422.67,241.45,34.97,38.98,9.54,70.07,4585.06,44.91,39130.29528235779,22284.827732603662,19266.172882343202,8,True,True,True,True
5886,14266.92,6,55.3,6,69.76,2,16.55,48.38,14.37,16.09,86.24,297.45,216.44,163.14,68.7,28.39,11.52,84.6,2380.02,58.33,32421.272406135686,18724.038547349068,16780.76337097242,5,True,True,True,True
5888,11654.63,4,111.84,4,30.21,2,24.05,33.69,12.95,22.62,209.5,340.02,222.28,144.31,32.5,18.06,5.82,73.48,4508.82,34.74,36126.69778352068,22075.307315187856,19311.41992178058,5,True,True,True,True
